,summary,Mitigation,Impact,Causes,Hazard,word
area,10.95974250502263,0.0055164345738854224,-0.034128551596878505,0.055867345188812596,-0.027121293334209512,area
junction area,5.335249734438779,0.029600361598667455,-0.015638845109324794,0.008847800395567868,-0.021858102881975205,junction area
area arizona,5.1621038534765225,0.03006816932645349,-0.015513224190847972,0.00955032733822765,-0.023109928802896567,area arizona
arizona from,5.019997559433593,0.03085719080473002,-0.015582367820343944,0.01001870487835437,-0.02427042034762312,arizona from
6:04,4.942897324894833,0.0314119423671823,-0.01567905807938047,0.01023941262658215,-0.02493750037656603,6:04
from 6:04,4.942897324894833,0.0314119423671823,-0.01567905807938047,0.01023941262658215,-0.02493750037656603,from 6:04
6:30,4.79700856488762,0.0326589127824096,-0.015965692007808403,0.010604738212900134,-0.026247938517499337,6:30
6:04 6:30,4.79700856488762,0.0326589127824096,-0.015965692007808403,0.010604738212900134,-0.026247938517499337,6:04 6:30
6:30 october,4.675661567704772,0.0338483681058599,-0.016297302373522865,0.010866782289821367,-0.0273623123846522,6:30 october
october 2025,9.670887164137499,0.05830618575794379,-0.05050692196326563,0.04295583550081282,-0.05151823492448598,october 2025
2025 after,4.513773225882446,0.035570043474595046,-0.016851313423168635,0.011173467787478082,-0.028839470599433623,2025 after
detecting,4.467400798622,0.03607818966066377,-0.01702973894406859,0.011254574806802278,-0.029253162006456553,detecting
after detecting,4.467400798622,0.03607818966066377,-0.01702973894406859,0.011254574806802278,-0.029253162006456553,after detecting
detecting sever+e,7.662594523565564,-0.020664565885519123,-0.003507967518822297,0.016740857320590302,0.0067144084000390035,detecting sever+e
thun…,4.351389183501463,0.037352183412093606,-0.017506106341115428,0.011448024808201018,-0.030255057631760552,thun…
sever+e thun…,4.351389183501463,0.037352183412093606,-0.017506106341115428,0.011448024808201018,-0.030255057631760552,sever+e thun…
+3936,4.309079749410789,0.03781173558886207,-0.01768832187901688,0.011515888782104147,-0.030605380713391417,+3936
thun… +3936,4.309079749410789,0.03781173558886207,-0.01768832187901688,0.011515888782104147,-0.030605380713391417,thun… +3936
+3936 chars,4.274931849187129,0.038178427254773786,-0.017837822752623845,0.01156982093011915,-0.030881041267007588,+3936 chars
Tornado,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,Tornado
california tornado,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,california tornado
tornado warning,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,tornado warning
thunderstorm watch,2.429817649287284,0.32857233771414707,-0.19401256962554883,-0.18643372660784743,-0.039481708381000395,thunderstorm watch
Near,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,Near
watch near,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,watch near
San,4.288441630478106,-0.07659763995508106,-0.013507560085899827,0.001357493090550596,0.07716033116565499,San
near san,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,near san
Luis,4.362401342439482,-0.0771705343668501,-0.013049166443551058,0.0019066931092720557,0.07675084271644206,Luis
san luis,4.362401342439482,-0.0771705343668501,-0.013049166443551058,0.0019066931092720557,0.07675084271644206,san luis
Obispo,4.4668195386533025,-0.07794730467762057,-0.012432091192231319,0.002645306158164734,0.07620327635943783,Obispo
luis obispo,4.4668195386533025,-0.07794730467762057,-0.012432091192231319,0.002645306158164734,0.07620327635943783,luis obispo
obispo the,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,obispo the
the california,2.188507740206992,-0.08359258832206148,-0.08941627094049578,-0.08183742792279446,0.2057671056664685,the california
coast set,2.188507740206992,-0.08359258832206148,-0.08941627094049578,-0.08183742792279446,0.2057671056664685,coast set
set threatened,2.188507740206992,-0.08359258832206148,-0.08941627094049578,-0.08183742792279446,0.2057671056664685,set threatened
threatened sever+e,2.188507740206992,-0.08359258832206148,-0.08941627094049578,-0.08183742792279446,0.2057671056664685,threatened sever+e
This,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,This
story,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,story
this story,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,this story
appeared,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,appeared
story appeared,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,story appeared
newsweek.com,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,newsweek.com
appeared newsweek.com,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,appeared newsweek.com
2025-10-14,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,2025-10-14
newsweek.com 2025-10-14,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,newsweek.com 2025-10-14
08:29:15,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,08:29:15
2025-10-14 08:29:15,2.095792238525028,-0.040304312620659484,-0.046127995239093805,-0.03854915222139238,0.10840286600545464,2025-10-14 08:29:15
Evacuations,2.1380084019125443,0.18694651701470189,-0.06607109892960343,-0.058492255911902075,-0.08202779129732789,Evacuations
Ordered,2.148209620748384,0.19819539697452698,-0.0708311172223307,-0.0632522742046292,-0.08678780959005518,Ordered
evacuation+s ordered,2.148209620748384,0.19819539697452698,-0.0708311172223307,-0.0632522742046292,-0.08678780959005518,evacuation+s ordered
ordered southern,2.1598952900609643,0.210799366810946,-0.07625610023181074,-0.06867725721410954,-0.09221279259953541,ordered southern
california amid,2.1910112414525904,0.24297515822735158,-0.09055954787514195,-0.08298070485744073,-0.10651624024286652,california amid
First,2.2021631604103926,0.25404407216745806,-0.09563648855237039,-0.08805764553466897,-0.11159318092009479,First
amid first,2.2021631604103926,0.25404407216745806,-0.09563648855237039,-0.08805764553466897,-0.11159318092009479,amid first
first severe,2.218589370401683,0.26992972239442015,-0.10306793171656604,-0.09548908869886465,-0.11902462408429064,first severe
Nearly,2.5401360140374316,0.5069447797599227,-0.23841398496479607,-0.2308351419470949,-0.2543706773325206,Nearly
watch nearly,2.5401360140374316,0.5069447797599227,-0.23841398496479607,-0.2308351419470949,-0.2543706773325206,watch nearly
Years,2.3454723337020273,0.3781558742378717,-0.15868315977136913,-0.15110431675366784,-0.17463985213909375,Years
nearly year+s,2.3454723337020273,0.3781558742378717,-0.15868315977136913,-0.15110431675366784,-0.17463985213909375,nearly year+s
year+s part+s,2.2886381136826217,0.3325935683559195,-0.13415328700804693,-0.12657444399034556,-0.1501099793757714,year+s part+s
Los,2.412451093418909,0.4267518296946769,-0.18683963840195986,-0.17926079538425846,-0.20279633076968429,Los
part+s los,2.412451093418909,0.4267518296946769,-0.18683963840195986,-0.17926079538425846,-0.20279633076968429,part+s los
Angeles,2.4060130448524633,0.4222972492542877,-0.1841673958728846,-0.17658855285518324,-0.20012408824060912,Angeles
los angeles,2.4060130448524633,0.4222972492542877,-0.1841673958728846,-0.17658855285518324,-0.20012408824060912,los angeles
angeles are,2.4161602881340243,0.4292985681718625,-0.18837597883261303,-0.18079713581491175,-0.20433267120033746,angeles are
currently,2.633422304025858,0.36955566236943044,-0.2744806131074581,0.06426205412956444,-0.2904373054751827,currently
are currently,2.44047611381737,0.4456467700588095,-0.19838950541807898,-0.19081066240037767,-0.21434619778580366,are currently
currently under,2.5075563375797105,0.48784649378462375,-0.22550506476496135,-0.21792622174726006,-0.24146175713268594,currently under
evacuation,2.616947412667144,0.5487922972924213,-0.2682048853704444,-0.2606260423527431,-0.28416157773816897,evacuation
under evacuation,2.616947412667144,0.5487922972924213,-0.2682048853704444,-0.2606260423527431,-0.28416157773816897,under evacuation
evacuation warnings,3.126687505568813,0.7484281771616669,-0.4461704957562941,-0.43859165273859263,-0.46212718812401854,evacuation warnings
particularly,2.6368693299570793,0.5589799478555901,-0.27578871013970463,-0.2682098671220034,-0.2917454025074293,particularly
warnings particularly,2.6368693299570793,0.5589799478555901,-0.27578871013970463,-0.2682098671220034,-0.2917454025074293,warnings particularly
particularly du+e,2.4698140914187072,0.4646052799161265,-0.21033923770951243,-0.20276039469181106,-0.2262959300772369,particularly du+e
their,6.364524043627043,0.25944126074167473,-0.21015311258526964,-0.1058149091220931,-0.004307732014874261,their
du+e their,2.421848398812166,0.4331764010359459,-0.19072740631739046,-0.1831485632996892,-0.20668409868511503,du+e their
vulnerability,2.3908944482031083,0.4116622583369497,-0.17786389857530252,-0.1702850555576011,-0.19382059094302692,vulnerability
their vulnerability,2.3908944482031083,0.4116622583369497,-0.17786389857530252,-0.1702850555576011,-0.19382059094302692,their vulnerability
mudslides,2.3308100783742733,0.36680910471892436,-0.15241223680972396,-0.14483339379202267,-0.16836892917744842,mudslides
vulnerability mudslides,2.3308100783742733,0.36680910471892436,-0.15241223680972396,-0.14483339379202267,-0.16836892917744842,vulnerability mudslides
mudslides severe,2.2942141130401663,0.3372583661755785,-0.13658670699770714,-0.12900786398000574,-0.1525433993654317,mudslides severe
severe storm,2.413100964427623,0.4271990671256053,-0.18710898417000987,-0.1795301411523086,-0.20306567653773436,severe storm
moves,11.515750842478901,0.040240215735972175,-0.05631948087766271,0.0490199594737615,-0.033752128850968316,moves
system moves,2.280204889309018,0.3254530984592031,-0.13046165919527558,-0.12288281617757427,-0.1464183515630001,system moves
moves through,2.1598952900609643,0.210799366810946,-0.07625610023181074,-0.06867725721410954,-0.09221279259953541,moves through
south,2.1303102426241654,0.17830084217304754,-0.06246397946341307,-0.054885136445711726,-0.07842067183113748,south
moves south,2.1303102426241654,0.17830084217304754,-0.06246397946341307,-0.054885136445711726,-0.07842067183113748,moves south
south through,2.1266226219786892,0.17411034458524371,-0.060731454340196105,-0.053152611322494686,-0.07668814670792069,south through
through california,2.122163074160242,0.16899948565986847,-0.058632243047824814,-0.05105340003012345,-0.07458893541554927,through california
Pacific,2.116282215372101,0.1621863102486714,-0.05585723374120621,-0.0482783907235048,-0.07181392610893074,Pacific
Palisades,2.1128053343743507,0.1581183071706746,-0.05421296332107395,-0.04663412030337254,-0.07016965568879842,Palisades
pacific palisades,2.1128053343743507,0.1581183071706746,-0.05421296332107395,-0.04663412030337254,-0.07016965568879842,pacific palisades
destroy…,2.108499383463194,0.15303850407803876,-0.05217285833342938,-0.044594015315728,-0.06812955070115394,destroy…
palisades destroy…,2.108499383463194,0.15303850407803876,-0.05217285833342938,-0.044594015315728,-0.06812955070115394,palisades destroy…
+1793,2.1049865588185726,0.14885967054883747,-0.05050543828901431,-0.042926595271313026,-0.06646213065673887,+1793
destroy… +1793,2.1049865588185726,0.14885967054883747,-0.05050543828901431,-0.042926595271313026,-0.06646213065673887,destroy… +1793
+1793 char+s,2.103036588175275,0.1465263864114772,-0.04957865118982014,-0.04199980817211876,-0.06553534355754474,+1793 char+s
Powerful,6.983157732966525,0.04222214850637149,-0.029282958801229737,0.024039848880346708,-0.036199344673983704,Powerful
drenches,3.644879555504425,-0.04879953010377514,0.005043138983612977,0.019062797610752448,0.021586810780499528,drenches
storm drenches,3.644879555504425,-0.04879953010377514,0.005043138983612977,0.019062797610752448,0.021586810780499528,storm drenches
SLO,5.944862183360549,-0.07376093883149448,0.006529705421653127,0.022799862708201477,0.03804574555264675,SLO
drenches slo,3.7126498045186893,-0.04999128691456055,0.005122211373774606,0.019261192448342134,0.022365378060208677,drenches slo
County,13.383426424623938,-0.012526387073577826,-0.020351315773848484,0.023454699985808944,0.00859606914029866,County
slo county,6.073571422774553,-0.0745949594621525,0.006571562851606524,0.022906176748869755,0.03860580915084905,slo county
Here,5.291779304056311,-0.032987802064522585,-0.07626560171593691,-0.0691417570892194,0.1497711688997137,Here
how,3.889841719763351,-0.05290349649289464,0.005312654732260027,0.019738868052306895,0.024269163994311924,how
her+e how,3.889841719763351,-0.05290349649289464,0.005312654732260027,0.019738868052306895,0.024269163994311924,her+e how
how much,3.9349795175278235,-0.053601879737745536,0.005357713568415716,0.019851865004645124,0.024726053019471436,how much
much rain,3.996417061290562,-0.054526203806659714,0.0054169709650745655,0.020000462879900646,0.025330998619503053,much rain
fell,4.064356467367752,-0.05551469246327258,0.0054798528568251485,0.02015814781207749,0.025978278321437443,fell
rain fell,4.064356467367752,-0.05551469246327258,0.0054798528568251485,0.02015814781207749,0.025978278321437443,rain fell
fell and,4.140050262018853,-0.056576537792734465,0.005546822677950254,0.02032608869095824,0.026674028965812707,fell and
what,4.207262234941352,-0.05748636497574019,0.005603714893440792,0.02046876806989123,0.027270569501176355,what
and what,4.207262234941352,-0.05748636497574019,0.005603714893440792,0.02046876806989123,0.027270569501176355,and what
next,4.342649404027807,-0.059231060686230866,0.005711502541567717,0.02073913499800331,0.02841565264620855,next
what next,4.342649404027807,-0.059231060686230866,0.005711502541567717,0.02073913499800331,0.02841565264620855,what next
next slo,4.456993412502747,-0.060619798955230286,0.00579602070337897,0.020951201955029183,0.029328328105107524,next slo
residents,15.609832461971685,0.10723765453305505,-0.10648538692279347,-0.06619644488274674,0.04798607372505194,residents
county resident+s,4.786335884901936,-0.06424083620424974,0.006010707780102693,0.02149033462231895,0.03171413585068289,county resident+s
received,5.250345255724544,-0.06856024640921639,0.006255006320178543,0.022105208400652415,0.03457445097390599,received
resident+s received,5.250345255724544,-0.06856024640921639,0.006255006320178543,0.022105208400652415,0.03457445097390599,resident+s received
flurry,8.605187129368947,-0.08605526189869388,0.007073007753988031,0.024199951455876393,0.04642931396988287,flurry
received flurry,6.229980014041434,-0.07556277908388767,0.006619318419864853,0.02302767055288429,0.039257045956624124,received flurry
flurry thunderstorm,9.422873699165402,-0.08850429233848257,0.0071595405350329865,0.024430414477421183,0.048139462756642576,flurry thunderstorm
tornado,16.891933305488045,-0.09147925035530179,-0.19385109648568932,-0.1488017162506748,0.3193162487192846,tornado
thunderstorm tornado,6.16951502133244,-0.13874364584405746,-0.059671586978622244,-0.043492399293139555,0.19478490061074064,thunderstorm tornado
tornado and,4.140050262018853,-0.056576537792734465,0.005546822677950254,0.02032608869095824,0.026674028965812707,tornado and
flood alerts,4.795021828840902,0.044207525335599525,-0.043896993914034926,-0.02863160068257962,0.024256911424921004,flood alerts
alerts during,4.539386520115031,0.009673782302952056,-0.02854732361222083,-0.013469926261824887,0.02947420632220643,alerts during
during the,4.3562283992130855,-0.006692518979038277,-0.020599854433509462,-0.005690062133660577,0.030276193906591354,during the
height,4.270381259864682,-0.012575848743329593,-0.017529753926319263,-0.0027081866569954594,0.030120260755060208,height
the height,4.270381259864682,-0.012575848743329593,-0.017529753926319263,-0.0027081866569954594,0.030120260755060208,the height
height the,4.3562283992130855,-0.006692518979038277,-0.020599854433509462,-0.005690062133660577,0.030276193906591354,height the
storm monday,3.9209844303366452,-0.028078703932908386,-0.008194273697882634,0.006199057734388321,0.027397547196176604,storm monday
night,8.2731392163694,-0.013474610089121545,-0.00432809875319213,0.03452109429424662,-0.0161321669915502,night
monday night,6.81189194386731,-0.06736157639549967,0.0008263016007494007,0.017456635889685008,0.04274851874545352,monday night
first,5.431672482266192,-0.058117459862548924,-2.40274443472271e-05,0.01592671917525803,0.037122357703655434,first
the first,3.741957227086796,-0.03213671456758322,-0.0048960927433129705,0.009229160948674533,0.02520450261811671,the first
sizable,3.7435101933715096,-0.03636620695355242,-0.0009735745900786607,0.013179258006560763,0.02170386914436108,sizable
first sizable,3.7435101933715096,-0.03636620695355242,-0.0009735745900786607,0.013179258006560763,0.02170386914436108,first sizable
sizable storm,3.795616807147768,-0.04633838460520483,0.0036973462448598574,0.01796573613849656,0.021707070428427132,sizable storm
storm the,3.879058701326869,-0.05273416443097786,0.005301693113516713,0.019711378058227386,0.024158407530305268,storm the
season,5.995117116679878,0.019297394091823534,-0.09606143550721874,-0.03665797575759822,0.09684298419133527,season
the season,3.9233816977824327,-0.05342402551124474,0.005346261783504818,0.019823147084670277,0.024609684683001384,the season
season swept,4.009449092138263,-0.05471850054412386,0.005429243764362097,0.020031238574970175,0.02545688921050195,season swept
swept acros+s,4.093622266790388,-0.055930047397358934,0.005506121278922879,0.020224020353508097,0.026250374087489575,swept acros+s
acros+s san,4.207262234941352,-0.05748636497574019,0.005603714893440792,0.02046876806989123,0.027270569501176355,acros+s san
obispo county,4.562233294761315,-0.06183495139678875,0.005869005571024435,0.021134398802479876,0.030127917447979248,obispo county
county monday,4.903274721089049,-0.06540742043864195,0.00607801315191183,0.021659550779623313,0.0324849400589999,county monday
complete,5.774653038479909,-0.07260158840359048,0.006470470461844685,0.02264965814732752,0.03726888253722173,complete
night complete,5.774653038479909,-0.07260158840359048,0.006470470461844685,0.02264965814732752,0.03726888253722173,night complete
complete with,7.162638477008069,-0.08047609908410129,0.006847244490743338,0.0236114029882262,0.04258774487556227,complete with
with thunderstorms,9.422873699165402,-0.08850429233848257,0.0071595405350329865,0.024430414477421183,0.048139462756642576,with thunderstorms
that prompted,5.376351549704788,-0.06960346277492663,0.006311905429374366,0.022248740632840883,0.035268108655714135,that prompted
prompted flurry,4.823658390939261,-0.06461940857441205,0.006032652588911125,0.021545494642149374,0.031964145257992294,prompted flurry
alarming,4.507887518289878,-0.06121469961790772,0.005831866974041108,0.0210411693572799,0.029719660068018166,alarming
flurry alarming,4.507887518289878,-0.06121469961790772,0.005831866974041108,0.0210411693572799,0.029719660068018166,flurry alarming
alarming alerts,4.301344580366402,-0.058710753564743305,0.005679541636030388,0.020658958212202993,0.028073994941974486,alarming alerts
alerts and,4.1728467650045316,-0.05702426957852485,0.005574877001218012,0.020396444270541783,0.026967542417064918,alerts and
dumped,4.108748185972013,-0.05614232635085014,0.0055195107811205285,0.020257597257473448,0.026389463924362068,dumped
and dumped,4.108748185972013,-0.05614232635085014,0.0055195107811205285,0.020257597257473448,0.026389463924362068,and dumped
dumped more,4.009449092138263,-0.05471850054412386,0.005429243764362097,0.020031238574970175,0.02545688921050195,dumped more
more than,3.94679738123481,-0.05378199430195993,0.005369294640890645,0.01988090687992127,0.024843910662777077,more than
inches,3.86846439465288,-0.05256684199613149,0.005290847714987248,0.01968417914725803,0.024048973660289866,inches
than inches,3.86846439465288,-0.05256684199613149,0.005290847714987248,0.01968417914725803,0.024048973660289866,than inches
inches rain,3.771791736751484,-0.05099492213834484,0.0051882980250772615,0.019426973722959626,0.02302125384160199,inches rain
+5928,3.704690025839936,-0.049853664218020025,0.00511311304087587,0.01923836673286306,0.022275457320028197,+5928
rain +5928,3.704690025839936,-0.049853664218020025,0.00511311304087587,0.01923836673286306,0.022275457320028197,rain +5928
+5928 char+s,3.6592220635233357,-0.04905558178309721,0.005060181756867056,0.019105562301816065,0.021754067858263094,+5928 char+s
Millions,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Millions
Ozarks,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Ozarks
million+s ozarks,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,million+s ozarks
Mississippi,6.575941117078206,-0.11133948003562749,-0.028416094436748616,0.12178891491294713,0.004663971467382781,Mississippi
ozarks mississippi,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,ozarks mississippi
mississippi valley,7.292142489371642,-0.11099616636830253,-0.024124253390061686,0.11126533711564518,0.011340360138820029,mississippi valley
Facing,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Facing
valley facing,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,valley facing
facing severe,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,facing severe
severe weather,9.118081419206757,0.054998136733294366,-0.06813567170978463,0.051416665755651646,-0.04028377568550356,severe weather
Threat,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Threat
weather threat,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,weather threat
That,3.292818689838617,0.022771845991630017,-0.13943175625543733,0.03414074033806169,0.06691387394262896,That
threat that,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,threat that
Could,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Could
that could,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,that could
Spark,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Spark
could spark,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,could spark
Tornadoes,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Tornadoes
spark tornado+es,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,spark tornado+es
Large,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,Large
tornado+es large,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,tornado+es large
large hail,17.696634928086592,0.1848036576251154,-0.09273481600119914,0.0422749044473858,-0.15760492165718187,large hail
cross-country,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,cross-country
hail cross-country,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,hail cross-country
cross-country system,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,cross-country system
system that,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,system that
that currently,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,that currently
brewing,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,brewing
currently brewing,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,currently brewing
brewing expected,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,brewing expected
increase,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,increase
expected increase,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,expected increase
strength,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,strength
increase strength,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,increase strength
heads,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,heads
strength head+s,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,strength head+s
towards,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,towards
head+s towards,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,head+s towards
towards the,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,towards the
the plains,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,the plains
plains and,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,plains and
and mississippi,2.1925102576485678,-0.0854197976862472,-0.09124348030468152,0.2474991869323411,-0.1072001726724061,and mississippi
which,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,which
valley which,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,valley which
could,8.728185359050707,0.02774937219915305,-0.07061792583790814,0.029885362222590695,0.009949542180881399,could
which could,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,which could
spark,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,spark
spark possible,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,spark possible
possible sever+e,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,possible sever+e
event,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,event
weather event,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,weather event
event over,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,event over
th…,3.200232488117112,0.019772188934921525,-0.13477436698134035,0.03968948732773051,0.060990866698959895,th…
over th…,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,over th…
+1801,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,+1801
th… +1801,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,th… +1801
+1801 char+s,2.0980408350429554,-0.04137664749615615,-0.04720033011459056,0.14300904876933043,-0.0631570224823151,+1801 char+s
year,13.389473306913912,0.03640342468484099,-0.0625512903715017,-0.18474833188873752,0.16473935735086412,year
one year,7.260331270003117,0.08445876284837961,-0.21737876981127632,-0.10704992420138676,0.17931752268233508,one year
hailstorm,25.784403612593024,0.0994212057357992,-0.28723092659287675,-0.1453060722407666,0.2339880961486178,hailstorm
year hailstorm,10.910927090733594,0.09242423522720908,-0.2464338349720682,-0.12219425232167527,0.20094872845718295,year hailstorm
victims,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,victims
hailstorm victims,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,hailstorm victims
still,10.556949236747649,0.08638975240339074,-0.14373517567616534,-0.04566039246152766,0.08030798874579467,still
victims still,6.149165210906293,0.08001137312644739,-0.20216431423281642,-0.09921446958391589,0.16780311887035093,victims still
waiting,5.71940119265161,0.07778014037982807,-0.1947458193402256,-0.09540444632240871,0.1621246340925963,waiting
still waiting,5.71940119265161,0.07778014037982807,-0.1947458193402256,-0.09540444632240871,0.1621246340925963,still waiting
home,5.500295899231791,0.0764936405958411,-0.190526780276491,-0.09323904754901455,0.15887402311753324,home
waiting home,5.500295899231791,0.0764936405958411,-0.190526780276491,-0.09323904754901455,0.15887402311753324,waiting home
home year,7.260331270003117,0.08445876284837961,-0.21737876981127632,-0.10704992420138676,0.17931752268233508,home year
since,6.331946649374545,0.08085994388714492,-0.20502137691900374,-0.1006831734558271,0.16997816661163517,since
year since,6.331946649374545,0.08085994388714492,-0.20502137691900374,-0.1006831734558271,0.16997816661163517,year since
since the,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,since the
freak,7.917874008629088,0.08646288502148892,-0.22444678405104626,-0.11070639834482401,0.1846155813281514,freak
the freak,7.917874008629088,0.08646288502148892,-0.22444678405104626,-0.11070639834482401,0.1846155813281514,the freak
freak hailstorm,10.910927090733594,0.09242423522720908,-0.2464338349720682,-0.12219425232167527,0.20094872845718295,freak hailstorm
hailstorm that,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,hailstorm that
devastated,6.433521287375538,0.08130877109530847,-0.20654088632400122,-0.10146470071472899,0.1711324013709127,devastated
